                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                  1.011,                0.85859,                0.90572,                0.73966,                0.74042,                0.77505,                0.58752,                0.93659,                0.75404,                0.88081,               0.005545,               0.005545,               0.005545
                     93,                 1.0127,                0.85234,                0.90557,                0.73925,                0.74132,                0.77556,                0.58799,                0.93625,                0.75318,                0.88068,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.0115,                0.85078,                0.90574,                0.73701,                0.74371,                0.77544,                0.58814,                0.93604,                0.75279,                0.88064,               0.005446,               0.005446,               0.005446
                     95,                 1.0084,                0.85106,                0.90532,                0.73629,                0.74543,                0.77548,                 0.5883,                0.93547,                0.75235,                 0.8805,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.0077,                0.84737,                0.90373,                0.73515,                0.74679,                0.77588,                 0.5885,                0.93543,                0.75173,                0.88054,               0.005347,               0.005347,               0.005347
                     97,                 1.0073,                 0.8441,                0.90321,                0.73587,                0.74858,                0.77625,                 0.5891,                0.93519,                0.75116,                0.88053,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.0073,                0.84613,                0.90339,                0.73595,                0.74965,                0.77632,                 0.5895,                0.93515,                0.75046,                0.88046,               0.005248,               0.005248,               0.005248
                     99,                 1.0034,                0.84204,                0.90225,                0.73767,                0.74757,                0.77673,                0.59026,                0.93466,                0.75013,                0.88037,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.0054,                0.84649,                 0.9028,                0.74218,                0.74283,                0.77691,                0.59076,                0.93431,                0.74968,                0.88026,               0.005149,               0.005149,               0.005149
                    101,                 1.0019,                 0.8386,                0.90205,                0.74921,                0.73546,                0.77693,                0.59068,                0.93366,                0.74953,                0.88012,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.0026,                0.83514,                0.90345,                0.75285,                0.73448,                0.77736,                0.59105,                 0.9335,                0.74935,                0.88003,                0.00505,                0.00505,                0.00505
                    103,                 1.0013,                0.83571,                0.90109,                0.75749,                0.73083,                0.77748,                0.59188,                0.93311,                0.74887,                0.87994,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.0011,                0.83472,                0.90227,                0.75066,                0.73832,                0.77737,                 0.5917,                0.93333,                0.74881,                0.87995,               0.004951,               0.004951,               0.004951
                    105,                0.99908,                0.82811,                0.90245,                 0.7486,                0.73885,                0.77789,                0.59211,                0.93286,                0.74791,                0.87983,              0.0049015,              0.0049015,              0.0049015
                    106,                0.99753,                0.82857,                0.90127,                0.75252,                0.73652,                0.77789,                0.59183,                0.93274,                0.74693,                 0.8798,               0.004852,               0.004852,               0.004852
                    107,                0.99709,                0.82985,                 0.9016,                0.75107,                0.73792,                0.77832,                0.59207,                0.93279,                0.74601,                0.87989,              0.0048025,              0.0048025,              0.0048025
                    108,                0.99649,                0.82759,                0.90116,                0.75473,                0.73683,                0.77878,                0.59229,                0.93231,                0.74591,                0.87983,               0.004753,               0.004753,               0.004753
                    109,                0.99822,                  0.826,                0.90043,                 0.7517,                0.73917,                0.77899,                0.59283,                0.93217,                0.74582,                0.87982,              0.0047035,              0.0047035,              0.0047035
                    110,                0.99536,                0.82724,                0.90154,                0.75475,                  0.737,                0.77892,                0.59257,                0.93168,                0.74576,                0.87981,               0.004654,               0.004654,               0.004654
                    111,                0.99585,                 0.8256,                  0.901,                0.75819,                0.73433,                0.77958,                0.59335,                0.93135,                0.74532,                0.87972,              0.0046045,              0.0046045,              0.0046045
                    112,                0.99299,                0.82231,                0.90033,                0.76126,                0.73317,                0.77958,                0.59326,                0.93084,                0.74492,                0.87961,               0.004555,               0.004555,               0.004555
                    113,                0.99503,                0.82175,                0.90086,                0.76274,                0.73174,                0.77991,                0.59316,                0.93077,                0.74473,                0.87959,              0.0045055,              0.0045055,              0.0045055
                    114,                0.99279,                0.82182,                0.89982,                0.76084,                0.73185,                0.77967,                0.59322,                0.93052,                0.74451,                0.87955,               0.004456,               0.004456,               0.004456
                    115,                0.99323,                0.81685,                0.90037,                0.76046,                0.73456,                0.77991,                0.59359,                0.93046,                0.74433,                0.87953,              0.0044065,              0.0044065,              0.0044065
                    116,                0.98986,                0.81491,                0.89897,                0.76069,                0.73476,                0.78016,                 0.5937,                 0.9303,                0.74434,                 0.8795,               0.004357,               0.004357,               0.004357
                    117,                0.98682,                0.81585,                0.89902,                0.76143,                0.73434,                0.78076,                0.59382,                0.93033,                0.74435,                0.87946,              0.0043075,              0.0043075,              0.0043075
                    118,                0.99005,                0.80836,                0.90021,                0.76016,                0.73425,                0.78103,                0.59378,                 0.9298,                 0.7441,                0.87933,               0.004258,               0.004258,               0.004258
                    119,                0.98918,                0.81019,                0.89845,                0.76237,                 0.7338,                0.78091,                 0.5941,                0.92924,                0.74381,                0.87917,              0.0042085,              0.0042085,              0.0042085
                    120,                0.98509,                0.80907,                 0.8985,                0.76451,                0.73304,                0.78096,                0.59436,                0.92937,                0.74301,                0.87926,               0.004159,               0.004159,               0.004159
                    121,                0.98664,                0.80204,                0.89897,                 0.7642,                0.73048,                0.78063,                0.59392,                 0.9294,                0.74269,                0.87915,              0.0041095,              0.0041095,              0.0041095
                    122,                0.98236,                0.80388,                0.89731,                 0.7606,                 0.7313,                0.78067,                0.59383,                0.92893,                0.74255,                  0.879,                0.00406,                0.00406,                0.00406
                    123,                0.98893,                0.80549,                0.89888,                0.75888,                 0.7342,                0.78053,                0.59441,                0.92898,                0.74284,                0.87897,              0.0040105,              0.0040105,              0.0040105
                    124,                0.98419,                0.80164,                0.89748,                 0.7584,                0.73508,                0.78075,                0.59464,                0.92884,                 0.7428,                0.87883,               0.003961,               0.003961,               0.003961
                    125,                0.98135,                0.79551,                0.89645,                0.75727,                0.73858,                0.78124,                0.59503,                0.92826,                0.74211,                0.87876,              0.0039115,              0.0039115,              0.0039115
                    126,                0.97964,                0.79503,                0.89658,                0.75596,                0.73904,                0.78155,                0.59505,                0.92799,                0.74168,                0.87874,               0.003862,               0.003862,               0.003862
                    127,                0.97943,                0.79667,                0.89671,                0.75645,                0.73735,                0.78173,                0.59526,                0.92793,                0.74145,                0.87869,              0.0038125,              0.0038125,              0.0038125
                    128,                0.98005,                0.79426,                0.89619,                0.75602,                 0.7389,                0.78219,                0.59625,                0.92784,                0.74084,                0.87857,               0.003763,               0.003763,               0.003763
                    129,                0.97674,                0.78873,                0.89565,                 0.7595,                0.73618,                0.78193,                0.59601,                0.92779,                0.74009,                0.87854,              0.0037135,              0.0037135,              0.0037135
                    130,                0.97648,                0.78821,                0.89488,                0.76714,                0.72852,                0.78248,                0.59635,                0.92768,                0.73961,                0.87853,               0.003664,               0.003664,               0.003664
                    131,                0.97472,                0.78399,                0.89535,                0.76845,                0.72806,                 0.7826,                0.59646,                0.92743,                0.73941,                0.87846,              0.0036145,              0.0036145,              0.0036145
                    132,                0.97469,                0.78369,                0.89418,                0.76549,                 0.7297,                0.78271,                0.59645,                 0.9275,                0.73937,                0.87838,               0.003565,               0.003565,               0.003565
                    133,                0.97515,                0.78346,                0.89516,                0.76501,                0.73272,                0.78262,                0.59602,                0.92724,                0.73879,                0.87824,              0.0035155,              0.0035155,              0.0035155
                    134,                0.97507,                0.78073,                0.89404,                0.76591,                 0.7317,                0.78257,                0.59596,                0.92696,                 0.7384,                0.87818,               0.003466,               0.003466,               0.003466
                    135,                 0.9719,                0.77902,                0.89348,                0.76695,                 0.7312,                0.78296,                0.59645,                0.92638,                0.73787,                0.87805,              0.0034165,              0.0034165,              0.0034165
                    136,                0.97126,                0.77746,                0.89461,                0.76543,                0.73101,                0.78323,                0.59708,                 0.9258,                0.73715,                0.87798,               0.003367,               0.003367,               0.003367
                    137,                0.96752,                 0.7746,                0.89246,                0.76288,                0.73174,                0.78338,                0.59689,                0.92557,                0.73688,                0.87789,              0.0033175,              0.0033175,              0.0033175
                    138,                0.96826,                0.77205,                0.89367,                0.76386,                0.73161,                0.78327,                0.59701,                0.92533,                0.73629,                0.87786,               0.003268,               0.003268,               0.003268
                    139,                0.96517,                0.76905,                0.89288,                0.76759,                0.73006,                0.78316,                0.59753,                0.92461,                0.73561,                0.87774,              0.0032185,              0.0032185,              0.0032185
                    140,                0.96927,                0.77024,                0.89313,                0.77028,                0.72744,                0.78313,                0.59764,                0.92447,                0.73612,                0.87771,               0.003169,               0.003169,               0.003169
                    141,                 0.9632,                0.76396,                0.89158,                0.76525,                0.73049,                0.78308,                0.59748,                 0.9244,                 0.7359,                0.87762,              0.0031195,              0.0031195,              0.0031195
                    142,                0.96708,                0.76641,                0.89252,                0.76823,                  0.727,                0.78296,                0.59778,                0.92433,                0.73586,                0.87758,                0.00307,                0.00307,                0.00307
                    143,                0.96431,                0.76246,                 0.8936,                0.76908,                0.72783,                0.78319,                0.59729,                0.92387,                0.73592,                0.87754,              0.0030205,              0.0030205,              0.0030205
                    144,                0.96217,                0.76083,                0.89283,                0.77377,                0.72517,                0.78367,                0.59763,                0.92383,                0.73571,                0.87753,               0.002971,               0.002971,               0.002971
                    145,                0.96342,                0.75745,                0.89184,                0.77495,                0.72518,                0.78353,                0.59803,                0.92369,                0.73592,                0.87751,              0.0029215,              0.0029215,              0.0029215
                    146,                0.95843,                0.75533,                0.89073,                0.77276,                0.72685,                0.78354,                0.59784,                0.92324,                0.73492,                0.87743,               0.002872,               0.002872,               0.002872
                    147,                0.96153,                0.75348,                  0.892,                0.77402,                0.72606,                0.78397,                 0.5984,                 0.9233,                0.73425,                0.87745,              0.0028225,              0.0028225,              0.0028225
                    148,                0.95985,                0.75064,                0.89193,                0.77382,                0.72638,                0.78358,                0.59799,                0.92319,                0.73442,                0.87745,               0.002773,               0.002773,               0.002773
                    149,                0.95297,                0.74342,                   0.89,                0.76841,                0.72818,                0.78346,                0.59793,                 0.9234,                0.73423,                0.87746,              0.0027235,              0.0027235,              0.0027235
                    150,                0.95677,                0.74787,                0.89057,                0.76735,                0.72925,                0.78332,                0.59767,                0.92297,                0.73402,                0.87741,               0.002674,               0.002674,               0.002674
                    151,                0.95324,                0.74258,                0.89031,                0.76706,                0.72838,                 0.7831,                0.59727,                0.92335,                0.73344,                0.87751,              0.0026245,              0.0026245,              0.0026245
                    152,                0.95021,                0.74164,                0.88927,                0.77034,                0.72826,                0.78287,                0.59718,                0.92354,                0.73357,                0.87743,               0.002575,               0.002575,               0.002575
                    153,                0.94966,                0.73913,                0.88975,                0.77197,                0.72574,                0.78278,                0.59718,                 0.9233,                0.73341,                 0.8775,              0.0025255,              0.0025255,              0.0025255
                    154,                0.94834,                0.73363,                0.88868,                0.77047,                0.72657,                0.78325,                0.59764,                0.92321,                0.73384,                 0.8775,               0.002476,               0.002476,               0.002476
                    155,                0.94786,                0.73242,                0.88804,                 0.7722,                0.72714,                0.78325,                0.59757,                0.92298,                0.73349,                 0.8774,              0.0024265,              0.0024265,              0.0024265
                    156,                0.94767,                0.73126,                0.88709,                0.76401,                0.73251,                0.78351,                0.59774,                 0.9231,                0.73332,                0.87748,               0.002377,               0.002377,               0.002377
                    157,                0.94642,                0.72801,                0.88763,                0.76418,                0.73329,                0.78349,                0.59847,                0.92284,                0.73288,                0.87743,              0.0023275,              0.0023275,              0.0023275
                    158,                0.94144,                0.72567,                0.88764,                0.76776,                0.73252,                0.78336,                0.59838,                0.92279,                0.73258,                0.87739,               0.002278,               0.002278,               0.002278
                    159,                0.94267,                0.72269,                0.88669,                0.76118,                0.73727,                 0.7833,                0.59803,                0.92261,                0.73283,                0.87737,              0.0022285,              0.0022285,              0.0022285
                    160,                0.94291,                0.72118,                0.88635,                0.76075,                0.73647,                0.78337,                0.59793,                0.92285,                0.73266,                0.87741,               0.002179,               0.002179,               0.002179
                    161,                0.93944,                0.71886,                0.88612,                0.75969,                 0.7378,                 0.7832,                 0.5983,                0.92269,                0.73249,                0.87738,              0.0021295,              0.0021295,              0.0021295
